央视,#genre#
CCTV5,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000004794/1.m3u8?channel-id=ystenlive&Contentid=1000000001000004794&livemode=1&stbId=
CCTV5+,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000031127/1.m3u8?channel-id=bestzb&Contentid=5000000011000031127&livemode=1&stbId=
CCTV5+,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/6000000001000015875/1.m3u8?channel-id=wasusyt&Contentid=6000000001000015875&livemode=1&stbId=
CCTV5+,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000018504/1.m3u8?channel-id=ystenlive&Contentid=1000000001000018504&livemode=1&stbId=
CCTV5+,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265016/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=
CCTV5+,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000020505/1.m3u8?channel-id=ystenlive&Contentid=1000000001000020505&livemode=1&stbId=
CCTV6,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/6000000001000004574/1.m3u8?channel-id=wasusyt&Contentid=6000000001000004574&livemode=1&stbId=
CCTV6,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=
CCTV6,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000004000008886/1.m3u8?channel-id=bestzb&Contentid=5000000004000008886&livemode=1&stbId=
CCTV6,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265006/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265006&livemode=1&stbId=
CCTV6,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000010000018433/1.m3u8?channel-id=bestzb&Contentid=5000000010000018433&livemode=1&stbId=
CCTV6,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000016466/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016466&livemode=1&stbId=
CCTV7,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/6000000001000009055/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=
CCTV7,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000024341/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=
CCTV7,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000031104/1.m3u8?channel-id=bestzb&Contentid=5000000011000031104&livemode=1&stbId=
CCTV7,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265007/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=
CCTV7,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000017218/1.m3u8?channel-id=ystenlive&Contentid=1000000001000017218&livemode=1&stbId=
CCTV7,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000005000026715/1.m3u8?channel-id=bestzb&Contentid=5000000005000026715&livemode=1&stbId=
CCTV8,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000004000008888/1.m3u8?channel-id=bestzb&Contentid=5000000004000008888&livemode=1&stbId=
CCTV8,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/6000000001000001070/1.m3u8?channel-id=wasusyt&Contentid=6000000001000001070&livemode=1&stbId=
CCTV8,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000031433/1.m3u8?channel-id=ystenlive&Contentid=1000000001000031433&livemode=1&stbId=
CCTV8,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265008/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=
CCTV8,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000010000018377/1.m3u8?channel-id=bestzb&Contentid=5000000010000018377&livemode=1&stbId=
CCTV8,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000003736/1.m3u8?channel-id=ystenlive&Contentid=1000000001000003736&livemode=1&stbId=
CCTV9,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/6000000001000032162/1.m3u8?channel-id=wasusyt&Contentid=6000000001000032162&livemode=1&stbId=
CCTV9,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000014583/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=
CCTV9,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265009/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265009&livemode=1&stbId=
CCTV9,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000010000018384/1.m3u8?channel-id=bestzb&Contentid=5000000010000018384&livemode=1&stbId=
CCTV9,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000028286/1.m3u8?channel-id=ystenlive&Contentid=1000000001000028286&livemode=1&stbId=
CCTV10,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000004000012827/1.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=
CCTV10,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/6000000001000031506/1.m3u8?channel-id=wasusyt&Contentid=6000000001000031506&livemode=1&stbId=
CCTV10,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000023734/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=
CCTV10,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265010/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=
CCTV10,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000010000016738/1.m3u8?channel-id=bestzb&Contentid=5000000010000016738&livemode=1&stbId=
CCTV10,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000026367/1.m3u8?channel-id=ystenlive&Contentid=1000000001000026367&livemode=1&stbId=
CCTV11,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000031106/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=
CCTV11,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265011/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=
CCTV11,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000006000040011/1.m3u8?channel-id=bestzb&Contentid=5000000006000040011&livemode=1&stbId=
CCTV11,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000002000019789/1.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=
CCTV12,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/6000000001000022586/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=
CCTV12,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000032494/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=
CCTV12,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000031107/1.m3u8?channel-id=bestzb&Contentid=5000000011000031107&livemode=1&stbId=
CCTV12,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=
CCTV12,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000001640/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001640&livemode=1&stbId=
CCTV12,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000006000040012/1.m3u8?channel-id=bestzb&Contentid=5000000006000040012&livemode=1&stbId=
CCTV13,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000031108/1.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=
CCTV13,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000005000001827/1.m3u8?channel-id=bestzb&Contentid=5000000005000001827&livemode=1&stbId=
CCTV13,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000002000021303/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=
CCTV14,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000004000006673/1.m3u8?channel-id=bestzb&Contentid=5000000004000006673&livemode=1&stbId=
CCTV14,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/6000000001000013647/1.m3u8?channel-id=wasusyt&Contentid=6000000001000013647&livemode=1&stbId=
CCTV14,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000008170/1.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=
CCTV14,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265013/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265013&livemode=1&stbId=
CCTV14,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000010000023358/1.m3u8?channel-id=bestzb&Contentid=5000000010000023358&livemode=1&stbId=
CCTV14,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000001000021349/1.m3u8?channel-id=ystenlive&Contentid=1000000001000021349&livemode=1&stbId=
CCTV15,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000011000031109/1.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=
CCTV15,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265014/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265014&livemode=1&stbId=
CCTV15,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000002000008163/1.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=
CCTV16,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/5000000008000023253/1.m3u8?channel-id=bestzb&Contentid=5000000008000023253&livemode=1&stbId=
CCTV16,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000006000233002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000233002&livemode=1&stbId=
CCTV16,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000006000233001/1.m3u8?channel-id=ystenlive&Contentid=1000000006000233001&livemode=1&stbId=
CCTV17,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000006000268004/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268004&livemode=1&stbId=
CCTV17,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000265015/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265015&livemode=1&stbId=
CCTV17,http://36.155.98.21/gslbserv.itv.cmvideo.cn:80/1000000005000056836/1.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=
CCTV1,http://migu.z529.com/migu/608807420.m3u8?migutoken=235eb3eb6a18ccda45333ed401a53c7f3e92de18b332d164787fb3bd750cc3863ec1ec496019b7a2a8bd17512e37b9a750dc00d0f444bcaec777b328666a8dfbe3be1cbe0f336b1e1ae1cc11f9
CCTV2,http://migu.z529.com/migu/631780532.m3u8?migutoken=97a071ccac24ec5d571fe712418aefac5fa724554244bca24333632feddae2a60fed9cba9ed1f169a65368daf8479d94cb1d36c20ec7f0b276dc91251a083f9b432d3b7894dfb3eec6d38cb127
CCTV3,http://migu.z529.com/migu/624878271.m3u8?migutoken=d33eb9f3d61da6aeafb261b55c2a1dc769ac774cb329000d03dc02e86c90793448980b580b9d40253932636c9dac16f786cb899c96dd90eee742f8346847a2da3227829453f4d70f8711c94d3a
CCTV4,http://migu.z529.com/migu/631780421.m3u8?migutoken=fcdbf620d2915f63625d4310099a51715fd9be461f93f82b201ec81a7798d5406c830945e70fb6a7a879659eeb750b3e0a49afef3f986b8aaf58a769fa987175dccefb8d2bfb27490d4f5da447
CCTV5,http://migu.z529.com/migu/641886683.m3u8?migutoken=a3a8f1a8aa2228aeb526abc24613ab9303435da687fd59769eec84df4f2f828ee8dfaefe7f0a67767ff93bab9aa6a5f6a4d473392e1201c4e88a7fe723404b689fba28bc1ad781a09d7e68a2ab
CCTV5+,http://migu.z529.com/migu/641886773.m3u8?migutoken=578b655335f45b8d6429325139bc2ab3992d645565264863e4d59bf8021ca9185310336ea102525a1c2249fce8359441a56ceb099f49bbd88c83856ba6cc5c852aa6e296722b9be217cf2e2c0c
CCTV6,http://migu.z529.com/migu/624878396.m3u8?migutoken=f401ec60535746539e9cd8091a3dc622ee5426a82cd50c254f03652bd1d9f739ec55b76f8a47e5cb9323be33a939ab05e4bced3778b773f369234a4ed2a64b7206fe76c317ec6425eafa0e3822
CCTV7,http://migu.z529.com/migu/673168121.m3u8?migutoken=de9c3d3776bad4f15256429d25226868518a2fe5b99b7b76ed24a99b5e70fa2139c1c46854ce03f409d2e42148c0e48f7308d0d37c30beaac2252594c9e6f7e1af58068be4f30cbf1db03c3683
CCTV8,http://migu.z529.com/migu/624878356.m3u8?migutoken=0fba782af82091e6522ac71c3a771619648a229b848b3eba2cc0102cac9ac1cc119eb251bd30dffa1cfb722de7165da18f52451981210143f1559cd88d614c4e783e1d088432e0efebe2579d42
CCTV9,http://migu.z529.com/migu/673168140.m3u8?migutoken=ebb77f59cdceb95f147ef638a363b644f686fde8350f41bef7d0e67551f006db52cff3431e8a85c046d52141840907b64b6b5443931d5d86b867fa9b5e4a941e05a91a4189e784262dec3e2f31
CCTV10,http://migu.z529.com/migu/624878405.m3u8?migutoken=e7e823c943eb9108bc53a4baa974a6708b79b29a12827a6c6f6a3fbbd835fafd7c2ee5c41649f9ba8f9a1b97e0d3daabc13ef5a6f564e17304d404e35427853054df89aba58e5f011560f80622
CCTV11,http://migu.z529.com/migu/667987558.m3u8?migutoken=6d903ee3021196defaec5bea05f4dd9376e2e474a4cae2b55603623298345c1bf7a158b5ace03e0ad08f2c77b3807b049d104ce52c9d534c2ac617c85ea68f3b783061c0b14b56b9c79db7a34b
CCTV12,http://migu.z529.com/migu/673168185.m3u8?migutoken=3aaba3f63ba75c2017522ea3a7644ce446b782f2799f53d09511300ab7304fcb6e1f13a97965d6cbfcbf8cadce3913b439177167e3a864d8cae5cb62390df2eed5e8e3907f04f41827e1198351
CCTV13,http://migu.z529.com/migu/608807423.m3u8?migutoken=5a0f69e0fe0ea25db44849c1ebe708daff892503796a531aa37ba542c2d4f55aee7417b8c30499fb354a2315d97bcaf7e7c2dca31d17dab7e1cf337c86becde5c35e80f9c0c584bc63added06d
CCTV14,http://migu.z529.com/migu/624878440.m3u8?migutoken=8a9e804b10abe4fd44bf9594bb324bb822d4e55e16210b2f875f7e9bc62ead998edc8373555229365ebb907395f9b55791f522c8273d29ccfaef0e021e9f7b74ed26560dff0fde91dec35ea779
CCTV15,http://migu.z529.com/migu/673168223.m3u8?migutoken=73f5b5e7fad6a91519a4999d96b9317050cf8fd029f50fe7faed13acbdfcfc21ee46180a145df73383c670700da6a63ed19da0f345c14538e6248ed64d5e900a4428c795667a3076581ae8954f
CCTV17,http://migu.z529.com/migu/673168256.m3u8?migutoken=feee9b49658abb6d92e0c8a1c2bf306e28be119152b9bf789e3caac3271a69eb4749e98f36702333bded07be6c11b8b5fcfb5125127422f1458175842ba4708589e7ebef17d9dd7fc1c3c2491e
CHC家庭影院,http://migu.z529.com/migu/644368373.m3u8?migutoken=441e156f28ef4a940f09f63d8e60052d8c43d3508c532e358cd2a78f2d5169eb271c72380360e1c8c9f43d2486b01aff23bb3b9dbd266e66690896fc2c0d2c23a5161001002444dcd5aa56e7ca
CHC动作电影,http://migu.z529.com/migu/644368714.m3u8?migutoken=eeada42000f36c225ca3e02b658631383f76c8a161cc5a215742409767be1f464fb476af54beaf241a94b51575d5d3375fa211ef60776412603c7f24274ea47b92332a357e10b58ce972de4e04
CCTV1,http://39.164.180.36:19901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://202.168.187.208:9089/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://221.226.4.10:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://221.213.94.92:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://221.193.168.36:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.159.128.244:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://221.213.94.212:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://58.243.224.244:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://123.54.220.38:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://101.65.34.130:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8
CCTV2,http://39.164.180.36:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://202.168.187.208:9089/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://221.226.4.10:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://116.128.243.121:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://218.58.136.82:352/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://221.213.94.92:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://113.57.93.165:9900/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://111.9.163.109:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://221.213.94.212:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://58.243.224.244:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://123.54.220.38:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://61.156.228.12:8154/tsfile/live/0002_1.m3u8
CCTV2,http://175.16.151.198:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://1.196.55.14:9901/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://39.164.180.36:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://202.168.187.208:9089/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://221.226.4.10:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://221.213.94.92:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://110.81.206.138:49231/tsfile/live/23003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://113.57.93.165:9900/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://111.9.163.109:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://221.193.168.36:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://221.213.94.212:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://123.54.220.38:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://101.65.34.130:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://61.133.10.250:352/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://175.16.151.198:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://222.134.19.31:352/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://123.132.233.194:352/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://101.66.198.138:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://218.29.168.146:352/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://39.164.180.36:19901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://202.168.187.208:9089/tsfile/live/1000_1.m3u8
CCTV4,http://221.226.4.10:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://218.58.136.82:352/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://221.213.94.92:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://113.57.93.165:9900/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://111.9.163.109:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://221.193.168.36:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://123.159.128.244:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://221.213.94.212:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://58.243.224.244:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://123.54.220.38:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://39.164.180.36:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://202.168.187.208:9089/tsfile/live/0005_1.m3u8
CCTV5,http://221.226.4.10:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://221.213.94.92:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
